media,bias,youtube_channel,viewCount,subscribersCount,videoCount
government executive,center,UCRHZlzdZGd_eD17SgoZRprQ,8334,35,32
govtrack,center,UCL1f7AGknZWFmXWv6bpJzXg,6041,39,7
global integrity,center,UCFuNeG9LeipxUs7Nnz_DyOg,1232,23,27
globe gazette (iowa),center,UC4CD45NY_alExc5HyQ2Atsg,265895,194,477
goodnewsnetwork,center,UCyl1HT0KZdM2mFGXwvXikfA,556498,2144,54
grabien news,center,UCd-n6wFyjm-nvpq2d9c9cLQ,4907,60,11
harvard business review,center,UCWo4IA01TXzBeGJJKWHOG9g,10590883,179007,255
harvard political review,center,UC4crbddp1Oroq01LSUEjsrQ,33005,231,70
healthcare finance news,center,UCGlvY4d9cwinzAb0ZLHRlMw,6038784,23521,277
herald & review (illinois),center,UCSx3UZMZ_f0-UVYPKUAi2OA,2063764,2094,1462
hoax slayer,center,UCP9bU6WLjCcMWJXWQF_ae5A,350666,11502,33
homeland security news wire,center,UCBU0SoyQRFlxZdxoOiHPTYw,124974286,73134,7190
i24 news,center,UCvHDpsWKADrDia0c99X37vg,10938594,0,9892
icitizen,center,UCs2W0x69tb0MIJN2afbOTqg,11036,125,15
idaho statesman,center,UC6PiEr5ig3dT2lje5sCUnRw,3849228,3076,5201
imediaethics,center,UC9Fo4saVRXPV16iiiCDQ60A,462955,29,11
independent record (montana),center,UCikDinCpHMsM4WzOF-3lSMA,113012,67,167
independent voter network (ivn),center,UCtT3loFk1B2BC3R3R31TI3w,402867,0,87
india today,center,UCYPvAwZP8pZhSMW8qs7cVCw,230631853,742604,52233
institute for women’s policy research (iwpr),center,UCEXv3ypWhnReEXJlQSKXh6A,8541,147,34
international consortium of investigative journalists,center,UCzLqSkXqbvKnI05Z-3xCwwA,2591901,15725,43
international energy agency,center,UCiMPkzrVSCEDm3TatvdVylw,366291,4323,210
international press institute,center,UC7y6JKpqIYf2-hjTj9odMAg,47615,135,141
international rescue committee,center,UCFWA1y24EABrEB6u_dAfqIQ,3688502,5531,379
investopedia,center,UCvwFhI0mrIWDiZUabRapS5Q,4289183,103898,180
jackson sun,center,UCyRGaa8pjeLMouKTMXlIMaA,5183902,2779,3027
janes 360,center,UCEC1WX1I030Ss6oNk7ynsBA,7932476,26757,903
japan times,center,UCo_QfGG3FlWVh3Z0AoxuwBA,16914085,22229,1173
jewish telegraphic agency (jta),center,UCU1dx1lrTdooU-EHzExhWjg,409,5,1
jstor daily,center,UCQM-7sUBV6Z-PVas0S4k0lw,69957,724,42
just security,center,UCI8Am095laG_hASUH_HH8fA,1537,9,14
kaiser family foundation,center,UCh5BiptKZelzOamcmOeq6BA,3059569,4113,219
know your meme,center,UCdsE9y553KP7Z7MDXzM1sRg,113973848,797234,171
lead stories,center,UCGrs9ygWWH8iccEQfM5uh_A,25150,49,185
le devoir,center,UCVSWLtm3ijS-rTwa__Ww2Rg,917889,1745,730
lima charlie news,center,UCv7G70EjeWkKDRKkilbWGDg,3952,165,31
lincoln journal star,center,UC7CJXNiWzI2xpO9UyYlgBZw,23288,15,13
listverse,center,UCpPvprewEPhy8AZBwox3Gvg,792556,12667,45
makeuseof,center,UCfXdejDvNviqilmJ9DvGuow,11658981,152581,670
malaysia today,center,UC2CzLwbhTiI8pTKNVyrOnJQ,46868007,76734,5168
maplight,center,UCRf46GmKKlfQsomuWooAn2w,18825,191,19
marketwatch,center,UCPaSu8qnjJhF1vkXVOGojBQ,92056,2073,206
mcclatchydc,center,UCTo_GrhRsASw22tOpwXfEaQ,1143313,872,595
mediashift,center,UCITJB6tG26TLUWCDOqYrwuw,68242,687,183
memeorandum,center,UCuLjTnlblOTA1fRsxPIw6Wg,0,71,0
mental floss,center,UCpZ5qUqpW4hW4zdfuBxMSJA,179639954,1343002,386
merion west,center,UCMI5TVhYCMqHTZsGU7vUpwA,455,5,2
metabunk,center,UCF3UCTZiVg9wrIEzO7Om6jw,812584,2449,175
military.com,center,UC7F2QS7wk6Eq9Z4uabl5rmg,30002520,176451,193
missoulian,center,UC5lgVXBytsRdxupAff2cUjw,903167,389,666
mlive (michigan – booth newspapers),center,UCQsx_cwhfSaOJa-i2F0WN_g,23127,124,75
montana standard,center,UC8oyBIWgtD0-vxrReX5H58w,111888,110,138
napa valley register,center,UC2h6XBDRm67m4dFcDrpCd8w,143,0,2
national bureau of economic research (nber),center,UCe4zS7mbS_DwHhsH_SKnFAA,1902,166,20
national journal,center,UC0PenCUwLpNqw_-TqCZb-5g,411467,322,188
nationmaster,center,UC-WbqXOmwz3PFhWryaqemlw,70,1,1
new america foundation,center,UCvQQMY6TyUdt5VeHpuHv_Dg,3264910,10432,2517
new bern sun journal,center,UCe42vp8YpY9cVH9okx1t_Kg,15028,23,263
news24 (south africa),center,UC_vRepQuzI527GtEP1pGYZw,118218100,124545,15504
newsela,center,UCPWbr_l57rD-WN6913EYcQw,61439,792,53
news lookup,center,UCq8DL9lQknZ24oPDirtVrZw,3862,10,1
newsnow (uk),center,UCZZvt_9EIoX4oyAk595DVOA,3476742,15352,462
new zealand herald,center,UCG0xyRVgb5Yf1lvQxkRrYYQ,803671,24627,126
next avenue,center,UCMhAlJ_sevL5noK8z0rsFWA,202,2,2
nextgov,center,UCAGb-L9yT0S_FiaBqgEvzGg,4538,16,23
nhk world,center,UCSPEjw8F2nQDtmUKPFNF7_A,5645192,72473,705
niskanen center,center,UCCzAM8CDSHOzTXEY_XUdrvw,2358,51,7
nk news,center,UCz5Nf5Eb7EQul1mLqrRwliw,3245558,2194,124
noozhawk,center,UCKwO-kthgHV-rKymcN91l3A,65266,90,64
novinite,center,UCspzCJuJ-n2frc9o-rXXZBg,26595625,41791,8867
no labels,center,UCdFZ5b8bpOLRgbOATyPRtdw,314239,862,456
oneeighty,center,UCVbBHmHyVH8MJA_dPcw7ltw,50123,307,14
open the government,center,UCB6E-G0vm8KkcXvqS2HKDZw,13,0,4
oyez project,center,UCb-_OxkZpbLtOlZ3DdQ6Xxg,14281,63,6
pacific daily news,center,UCew_4g9aQ7xi1iGQOgHaYtQ,9618856,11496,19095
patch,center,UCxymwfnYdA9LXuPvlkljy1w,19017649,112041,942
patheos,center,UC2BoHhTHyqqr-zHruTE8Jkg,40,0,1
pensacola news journal,center,UCgMvwCBa2gaVG-tKQNYoXqw,24,0,1
peterson foundation,center,UCS7F80GsYpXV0k8I9jSt6PQ,126969,501,253
peterson institute for international economics (piie),center,UCRnLlxwOaxeplsJ8On583Vw,753735,5785,920
pew research,center,UCwbQkZf9gjqDvbK4_H6qAOw,595398,5472,108
places journal,center,UCKHA7DT7vcvewhaXOR7uBnw,24002,71,440
political storm,center,UCIlbzyU1I4zhSoIYIw6ohzA,1689,26,33
politifact,center,UCfyYK3GqcotDIAjcoReK3Hg,87189,872,20
poynter institute,center,UCXiPS-hRRbycfMWkwM60ThQ,151711,1097,256
pr newswire,center,UC2DvckbWYnpEndFtzLqK7hA,104762,420,137
procon.org,center,UCGmxS5xxYQRxZMqe7tSko2g,655365,1709,53
project on government oversight (pogo),center,UCZBEpllW49CkLE0szqpvJAQ,91954,522,132
project syndicate,center,UC1ieoHqKW-yYgDhLHIcx28w,2036863650,9929054,3265
public religion research institute (prri),center,UC1VKYCVrQ21DSjg8oY7I2EQ,1729,1,1
pxw news,center,UCY-1HNRbz3Uc4sKMhtOfX9g,66,2,6
quad city times,center,UCNwUScHjubs1ixBvq5M4-vg,1181,1,5
radio free europe / radio liberty,center,UCG_Qif8SJIS3XxU8iqHoInw,21874439,31835,4462
rand corporation,center,UCTnsIW_melVWGQC_dxQh45g,205506,3763,146
rapid city journal,center,UCIBn5bYosKGdOKVh0N89QRA,35272,52,31
recode,center,UCMDxbhGcsE7EnknxPEzC_Iw,17581054,108519,482
relevant magazine,center,UC4WdIJ_D_lJb87uE3JV5SgQ,103097091,286619,294
reporters lab,center,UCOw75Wh-GfWn7OBNeMi2V6Q,38302,148,26
reporters without borders,center,UCqnkfAaM9RA2uNwTB5MnNrA,1524218,4224,412
represent.us,center,UCRzgK52MmetD9aG8pDOID3g,6397295,38037,215
reuters,center,UCwIde9oejR6WpaVEa5zZ37w,2761221,15218,1413
riverbender.com,center,UC215e0pmZON6sCXSoL2Pnxg,110960,148,1086
roll call,center,UCEpx2l9WZ3jyCCcCKheKi4g,7748452,9057,2307
rte (radio television of ireland),center,UCGnlgHCdAsCNeAdNRTbS4hg,200575793,206598,7106
santa maria times,center,UCyAiiMdPxJP-38CnmcQv3Iw,1586421,1038,1176
sarasota herald-tribune,center,UCpvy7R6hAUqAAZQI0rQIcxw,5878247,4872,12062
sayfie review,center,UCe-gQL3ba2ZifalRkAG0ORQ,24802,49,126
scoopnest,center,UC75mnqY7SjVNF3vH3IJSkvw,2412,9,3
scotusblog,center,UCTCX7WBcfT-jSAlyvEiBq-A,42973,63,5
shareably,center,UCrvr-bxJ_KXryixF-4ig4-A,751536,393,1
shorenstein center,center,UCfHELo8vTDfQMG8zDEMaUHg,387,8,3
simple politics,center,UCvMpQ0l7-GvqBW2VpytpvHA,215301,0,81
sioux city journal,center,UC9eSOKr_Mst813TPZDh9mJA,6692553,5920,1275
smartnews,center,UC-yRhMyVpGRZpbbiTe-44Xw,1588,0,4
south china morning post,center,UC4SUWizzKc1tptprBkWjX2Q,75271031,98041,2812
spectrum news – ny1,center,UCavRvFoXSru6togLUb4A-vg,0,1,0
spectrum report,center,UCfgopgXmwJ-NFXEoyfzPYTQ,24,1,1
st. cloud times,center,UC0wGecUd3c8_pTzBPrgA4tQ,117,0,3
stars and stripes,center,UC1Utuis1zRoHDvkeAn9pPRg,1405982,12636,323
stat (news),center,UC89FjSf9AT1O2qw6vxrrxDQ,6608203,3661,133
stimson center,center,UCMzl-NrhN_SuBYJho4UEx9Q,222159,0,285
stock news usa,center,UC0NZd2UTSPy5gj1NWjiiaMg,1435164,2221,186
strategypage,center,UC559Ue7uLSmosunJ5oZ0x4g,21254,96,9
stratfor,center,UCZNjpcQLBx26W6lDWvpg7PQ,30258709,98712,1884
sunlight foundation,center,UCDCQQPn-ROl_47x3s9ED84Q,998469,1936,722
taipei times,center,UCax8UqfUx0bknH-IwWa86ng,514,10,9
taiwan news,center,UCdp5pYDJCpl5WFk3jFEjWHw,85569525,185808,1822
task and purpose,center,UCSq3p5NKEtyp5Rjd4ctiEbg,601221,785,265
texas standard,center,UCxbQdFCb6hUQlMKhUoniWGw,39357,48,14
texas tribune,center,UCt4O2fgybgf4TMSU3bsb8Rg,9381493,7716,2252
the auburn citizen,center,UCGBtL1pFhAzaBO71ZkWMQpw,1601,8,8
the balance,center,UCjXa9ErUqMDzaI3plO8a-FA,3282684,44700,168
the baxter bulletin,center,UChc7qLmVcLLGp21ItKxlzYQ,1912,0,5
the bureau of investigative journalism,center,UCPgkR80BkUQlmatB6Vanhqg,18521,73,35
the canadian press,center,UCj6EKBe990fanr4MSh45Alw,8202035,14703,4245
the china post,center,UC4SUWizzKc1tptprBkWjX2Q,75271031,98040,2812
the chronicle of higher education,center,UCUJSvh3JiEHR_I0leff1Diw,476951,0,108
the cipher brief,center,UCEyPWPSLfrg1ue9Oq1wLr8w,3569,121,16
the conversation,center,UCHCOWFfGI6SXWGGEaM3E9rw,3805869,22037,164
the day (new london),center,UC5w-uRIutST34hir01q1iSQ,11891795,9761,4417
the daily news (longview),center,UCxXxs4ifA4LtM-xNOBO3azA,2558469,330,458
the daily progress,center,UC098cPKS29d0aqWmGGlqz8g,41283,3987,4
the defcon warning system,center,UC1ppq2bY_9cidJFmX0OgS4Q,357494,6688,155
the diplomat magazine,center,UCmksR2jAphI96PPCwvPO02g,1373024,9762,98
the economist,center,UC0p5jTq6Xx_DosDFxVXnWaQ,59530571,511751,1692
the elkhart truth,center,UCfPOKr9jBi9wQQw1l9gZkIw,1244477,1041,908
the herald journal,center,UCPNCrAr7a2EZp0jsnCqQOcA,1506653,775,472
the humanist magazine,center,UC0EaI2ir9qKC0TTbEVR7fHA,5087,42,10
the indian express,center,UCJEDFSxHHOW1PpBccdSxOTA,66309203,154155,7318
the jakarta post,center,UC2zhLSPeHaH7fFBsRLf2Z0w,6223073,20661,324
the jerusalem post,center,UCLLLdCANnMAdMyrXdYbSlxg,3455604,7975,1930
the jordan times,center,UCp0WRlUhE_aMkdFFwM-HgtA,87642,358,99
the journal gazette & times-courier,center,UC-TS0esCKbr2owZSVN-IekA,62457,71,50
thejournal.ie,center,UCDg5Dpx6BCf_4ogh3xMqIkg,7489646,4220,1950
the knife,center,UCTPFKOZDqTtmKFmBjDyRW-g,17393979,56513,62
the marshall project,center,UCJ-BnB_ANzMZ7TPXZBk3ouw,1198125,1288,59
the moderate voice,center,UCKkxuj6Opa-JV3_s6r2CPEQ,126092,2629,152
the morning call,center,UC43KU9taZUSPWVB0bSdfcBA,72644,150,354
the news international,center,UC8-DVSozNJOBMj-gCU-huMw,6872801,16274,1416
the news literacy project,center,UCoKpPVO5ZxAGs94YyktT3PQ,81059,353,58
the observatory,center,UC0TajapY2muvQ_YBFC9sbvw,89205888,207584,64
the outlook (monmouth university),center,UCILHer1axuiOoQBcf_5y3vw,286,4,8
the pantagraph,center,UCJhLgXEZei3asMt-Kel2b-A,154127,104,320
the phnom penh post,center,UCOilDZK0e_H8LGJ8FvsKwgw,5568531,14877,818
the post and courier,center,UCI6ZxuWAPjeZ0cAUaBBy2gA,1564677,1253,2250
the post star,center,UCLjz1A_YEHIb6oUZKNLHQeA,1097471,817,789
the scotsman,center,UCEntDtOE3XHqQkjBKBTzh_A,306884,458,344
the sentinel (pennsylvania),center,UCQUOKIbr1D_5M64acdsTW0w,4187,14,3
the skimm,center,UCF1mBKeoYWluAUr_r3QDcuw,251041,2003,60
the sociable,center,UCWVHMKvQju_QlALRQVpIElA,41,2,1
the southern illinoisan,center,UCC8APmdaRgAVOmGp0p4ct2Q,734918,498,1566
the star democrat,center,UCZB4RAA2qSIGq4EC5CULSBA,274463,228,1272
the swedish wire,center,UCDbfyBy33fCzjR8X0yXPhPg,184438,631,145
the times and democrat,center,UCfjvEhw87LGduwCUPi6jkkQ,4391981,4783,1387
the times of india,center,UCckHqySbfy5FcPP6MD_S-Yg,306518755,634243,74595
the truthsetter,center,UCvFLJ1fyG-4KHaMqL0kNUXw,69302,0,370
the whim,center,UCqGciQgzKBJCcSHJDvDRvRQ,2477,28,6
thewrap,center,UCn_UP6wdgfFrtm-kuXMAbWg,68503890,63010,2765
third way,center,UC1xbmiZaQkVyYffeB3GBQ1g,24408,0,122
thoughtco,center,UCEbcb87Lu65qzXJ4QUIu5hQ,1793,40,6
times-news (idaho),center,UChRvmCplozypnuay03Btjwg,1252803,810,628
times of san diego,center,UCP06SZMpEHKrx31UOr2SfqQ,1811443,636,174
today i found out,center,UC64UiPJwM_e9AqAd7RiD7JA,261211868,1489899,1095
transparency international,center,UCuwdoOuo2MLU2ebspAWKcxQ,777052,4995,217
true viral news,center,UC3Gq0Bo2l2VNYMMCbYnNjKA,250,1,4
truth be told,center,UCNMXV3udTagCbmDV7xPXyFg,2764436,25203,423
turkey and facts (dogruluk payi),center,UC8lVMP-mQA7rFGcjAt9axIQ,37,2,16
tvw washington state,center,UCJfdBErVr7q8xoeYanwdniA,132873,271,108
undark,center,UC_utssQkw4zdS5mXCAw5gRw,1041,4,5
united press international (upi),center,UCkwoaykZmBDoj9aKyBHnVvw,736,2,1
united states house of representatives (house.gov),center,UCD506yORW2voSanqEgLOUIQ,456539,3090,323
usafacts,center,UChwTFs3rYtFi-6ujmKtv-9Q,2918,90,20
vera files,center,UCW-e5dvZL_RziqcGzdQY6qA,745081,361,519
viral thread,center,UCmB7S-HB4Sxl18SCh2jHy0w,262750,1229,183
vocativ,center,UCe2PK9vNxfogdvkx4jqB8uQ,79298311,162265,3179
voice of america,center,UCKyTokYo0nK2OA-az-sDijA,81829404,684201,3011
voice of san diego,center,UCJ1kk-8qzkXq_onYZ9gvVOg,152277,207,256
vos iz neias,center,UCBJwrtGLeuUHiMNvOKKOdMA,3170616,2933,486
vote smart,center,UCotyq23nOVEuMz2vR69w8hw,158007,723,16
war on the rocks,center,UC8ryOGhsvJuhuVpzHGgeEbg,21887,202,9
waterloo-cedar falls courier,center,UCzRquKu82KHGXjaBb2Uok5g,384741,252,366
we are the mighty,center,UCTWm3nwRTFpGsPCM-yPsQnA,24704238,90898,801
wikinews,center,UCYpr40mNC-bHYy8XyAwkrRg,51562,1138,621
wikitribune,center,UCEAWYRUJ6qSd02ir6vGIGIQ,985,21,2
winona daily news,center,UCmCjq1ntaTU-KP2u_3GLQgg,54320,83,60
wion (world is one news),center,UC_gUM8rL-Lrg6O3adPW9K1g,51001139,158198,22688
woodrow wilson international center for scholars,center,UCckWkzE1dVhYCtAVrs3sC0g,2610889,19060,5226
world economic forum,center,UCw-kH-Od73XDAt7qtH9uBYA,30473090,224410,6135
world news,center,UC16niRr50-MSBwiO3YDb3RA,808597227,2856119,8678
world politics review,center,UCmxRh3CobqeOHzN-L15fNrg,459094,4696,458
world resources institute (wri),center,UC575w7dIjLvGCnz4M1kgSsQ,508423,2810,232
wral,center,UCfmkz6A3aTJwJzox2xhAuRw,538632,1390,2591
xinhua news agency,center,UCHBDXQDmqnaqIEPdEapEFVQ,175406337,258940,27819
the zdf (zweites deutsches fernsehen),center,UC53bIpnef1pwAx69ERmmOLA,60509217,210487,900
9 news (australia),right-center,UC_a-tB5cm3Z7WrRSNtYB6jA,22762486,19253,9644
71 republic,right-center,UC_3m4qhO-atwb9qva7aBNqQ,1287,111,5
al.com (alabama news),right-center,UCXovZWLiLAQwhc07L_TuHYQ,31091548,37827,1249
american action forum,right-center,UCPnnL0B2tHFIsvR4Ub37nkw,183827,0,339
american council on science and health,right-center,UCPu_mODE4FGtKcACHH57kvg,793151,1580,717
american foreign policy council,right-center,UCo-aEGE4X7zJW-8i385PKBg,272,15,4
americas quarterly,right-center,UC0w2YZBwuQyfav_0kCGsO5Q,31979,193,72
arab news,right-center,UCI8DegIWgK51cGakXcf1dOQ,8845054,13594,1694
arizona republic,right-center,UCjIxD2JsiU6RmvOXaLNthHg,774258,1157,1134
arkansas democrat-gazette,right-center,UCW30UMsnqZGIjLyc91DWnSQ,277795,335,874
armstrong economics,right-center,UCaoSDiNkFmGQfvhvZMWxOHw,379311,11955,30
arutz sheva (israel national news),right-center,UC7DjcEEX7zUSvS3IWWX_nmw,27209343,21773,6387
billings gazette,right-center,UCoumKpcPlYB3z1C4h1MlzQg,14478260,13500,1591
bipartisan policy center,right-center,UCr1L-KDu5MZMPpmV-gr48fQ,71286,293,187
boston herald,right-center,UCqihn-jTsq9s4HsLEyJQM3A,7079718,5639,4036
breaking defense,right-center,UCVSKAAIMVle0gZswkfys5jw,897074,1214,119
breakthrough institute,right-center,UC_5PggHZeMb7rwTJsS76uwA,176472,1294,30
calgary sun,right-center,UCy1iIf8Nd9E0Fs9L7A6Y3Jg,81173,82,3886
california political review,right-center,UCwWhs_6x42TyRM4Wstoq8HA,1019209857,3366197,859
campaign for liberty,right-center,UCzvj8nE-A1EtDgiMq4ETEiw,7051120,23210,460
canadian jewish news,right-center,UC_DQD5DNffanB8GJvHryNvw,144634,205,181
canadian taxpayers federation,right-center,UCIKvK_bErQ0XbypVdnORi2g,511080,1086,881
cato institute,right-center,UCyl7zwI6giPG6zC3uC8GGVg,4658767,36770,1063
center for a stateless society,right-center,UCOA38--mWqKKdCAr6eFy-sA,139475,1977,465
center for the national interest,right-center,UCgp3Ipjacu00pea4DD1bU_w,154129,826,156
christianity today,right-center,UCnkIrEOb5yknIxeRo_8kDGw,371450,750,48
cincinnati enquirer,right-center,UCfNoOOYboJKnKuaW44eRfCg,10015130,3938,1237
circa news,right-center,UCvAnclelY8eSq8GyPE19KTw,2405376,5448,1264
colorado springs gazette,right-center,UCoEzcOKpqu__u2EgQxLs2mQ,14727352,0,5131
columbia daily herald,right-center,UCzzBuAmu7gRKom35yTRk2PA,228313,101,253
columbus dispatch,right-center,UCpGnvIUZbg994_gnmckILKg,11653138,7908,4930
communities digital news,right-center,UCaWRM3gtxkH4x-mxD9EHX1Q,940,0,3
competitive enterprise institute,right-center,UCuhBl-h72LVv-KHJMzHI9aw,1638182,2873,560
council on foreign relations,right-center,UCL_A4jkwvKuMyToAPy3FQKQ,13472336,69539,2072
daily herald,right-center,UC4Y2V22Eh5Kich7YjvXd0zA,5118243,3202,2814
daily press,right-center,UCbDhz3onZXGalUYuDn4dUMQ,614580,265,232
daily telegraph,right-center,UCPgLNge0xqQHWM5B5EFH9Cg,557572729,410439,17924
dallas morning news,right-center,UCACRim7l0tmc5lhNnDQyUvQ,47750723,31301,4808
deccan chronicle,right-center,UC2dyHgcqRcMCCo41sDvTJkw,619104,1074,99
deseret news,right-center,UCP7SfUaCqZNYBwM6owHEHOw,5986181,2590,728
desert sun,right-center,UCoVt9WOZcTYadXM64jQLfjw,89321868,146601,234
detroit news,right-center,UC6HyKpYWmX4zsy6_bJZIK7A,204852549,154846,63340
de volkskrant,right-center,UCNBIlnY4_s5zeO78A3L9AWg,4342327,4654,1119
downsizing the federal government,right-center,UCmeAfvubec79vqMy8PCRuaA,12884,52,16
ec journal,right-center,UCc8iJ5eymNtE9ubpsuL6Ogw,1,1,1
edmonton sun,right-center,UCHmA32WCmlUp9ZUF_clAPHg,30175,56,4638
ethics and public policy center (eppc),right-center,UChVLw41xEgAsaf3leQjD2Pg,56827,133,40
faith family america,right-center,UCVfFqgYrQF8XrjWjJKXTrPg,956,49,5
financial post,right-center,UCYuLCUHAoN1fs3pZi3WPRnA,1900994,3131,2415
fitsnews,right-center,UCyvwOhw3yQG6-EGwzx8sS6w,19535,38,19
florida times union,right-center,UCuiwOLwhflDAUOd6sFoftoQ,8899382,7068,3065
forbes,right-center,UCmh7afBz-uWwOSSNTqUBAhg,71393151,571144,5260
foreign policy initiative,right-center,UCCInRC_-mCbDo0XvLArVV3Q,1156763,18640,176
foreign policy research institute,right-center,UCYB1ercr0h50goIy2yEMvIA,546976,7706,313
fortune magazine,right-center,UCP2gdh7HfjgCoi8lO50dA5w,9932661,52657,3232
fort bend herald,right-center,UCgPWzimzNY_6ECyBqdY_qrQ,15077,0,124
fort worth star-telegram,right-center,UCs4TGanvFtdeg4E4Muggm9g,19317756,17417,9537
foundation for economic education,right-center,UCialsmUlTRABKPw31VDx1eQ,4043658,48986,368
franklin center for government and public integrity,right-center,UCxXVbBrT4BKm0BZPpASZUkg,225,3,2
fraser institute,right-center,UCf5Ow5haYUhnADeYTzdsF-g,644797,0,144
freedom house,right-center,UCR4ofDRyrglH6X0x8rajF9w,154431,0,210
group of thirty,right-center,UCsSYyXkI1nRxVHgQRniMjFw,8744,159,1
gulf news,right-center,UCXTuTQZarVcFR_fgQXvsLpw,54930847,109750,3324
guns.com,right-center,UCO5IIlCZ9FZMM1tPC0rja0A,28681509,64735,1009
herald-sun (australia),right-center,UCO0sGzaUx2tvCouQs-9Ez1g,12072,29,13
heterodox academy,right-center,UCMg03HgM23qYC7TL2NM1F7g,31444,1889,17
high point enterprise,right-center,UCzlRnxtWX9BJG26i2gAnaWQ,6719,20,34
hindu business line,right-center,UCdOflwQsgRV_RbgRGRpr_TQ,773020,3949,592
honest reporting,right-center,UCxb2M5GmklFJxkRbH3pGM4Q,2812314,6799,190
hoover institution,right-center,UCzWwWbbKHg4aodl0S35R6XA,13042775,86089,925
human progress,right-center,UC9LOuZjoYM9vjyl59LDhKcQ,16,0,1
in homeland security,right-center,UCpkaznWj_9PIVgO0BRKXu8w,7105886,12472,157
insidesources,right-center,UCdwGRSyp7PMZ3EBHPbbEobQ,1153,0,2
institute for humane studies,right-center,UCbIFNy2NbvJXN5ZTrLgn-9A,11560,128,6
investors business daily,right-center,UC5fZv7bPcF5j2RsfO-9OiLA,3582131,11824,809
irish independent,right-center,UCRIi2dybGnHe3D9vdJJuU-Q,11144462,14231,1630
israel hayom,right-center,UCYNmQ9W-0CYoW8a4thzxB0g,3411390,4848,1842
itv news,right-center,UCFQgi22Ht00CpaOQLtvZx2A,85483505,113024,5438
jewish breaking news,right-center,UC3q-ByZ2eoOikcEiajMYXXA,50790988,224807,2195
jewish news syndicate (jns),right-center,UCikiZcrdHSt23ukvEX08YjQ,686092,882,52
just facts,right-center,UC7QV1G_9J2qMQPG9mdwUyFw,4333958,0,83
just facts daily,right-center,UC-JZxrh6AMieCyzuU5ZW3Ow,102401509,226131,386
korea herald,right-center,UC7kYzfu7mHLQ7nG6AMnTc9g,1313762,983,242
las vegas review journal,right-center,UCKk6TkLfOoXs2T4vfvdGlnw,12500353,11281,6476
learn liberty,right-center,UCFJNcE0iHj7P6dhp5iCZRLg,37535613,170546,616
lexington institute,right-center,UCZMGUbL-TwhRGF0FphSqvYg,7258,64,77
liberty viral,right-center,UCow2yn9S42NCT-9r-CyWtLw,611,4,5
london broadcasting company (lbc),right-center,UCOPYHn_ZD72wpd5SqOP6csw,39201,40,11
london evening standard,right-center,UC7RQon_YwCnp_LbPtEwW65w,911668,2236,371
london free press,right-center,UCRROHNHB3JN8JxKST9xl_og,613391,385,5928
los angeles daily news,right-center,UCZ3-odjeVhSeXthoIihZcFw,22992,22,14
lynx media,right-center,UCvVgfOnzh4ITkBdVfQGQIZw,3568,61,1
mackinac center for public policy,right-center,UCnIg-BMrs3yRxPOr8I3mrhg,1088360,895,413
manhattan institute for policy research,right-center,UCbJHyf5BRreiCcddo3N0aGg,485764,3281,370
manila times,right-center,UC-eyETCmy-rcououiO2P7rg,6486,37,20
military times,right-center,UCY5Exop4r_bHmarcB_7jLMQ,1122883,3533,332
mises daily,right-center,UCmT6-ChKpaiIVu2fhEIsNtQ,12026253,67483,1170
mynorthwest,right-center,UCWbEnIAhtZiAoCgogiFHwlQ,6874498,5279,3810
national interest,right-center,UCJDFtONBF1hIwohp7F5xvjQ,191,42,6
national post,right-center,UC5Vzc-I--guzURose4X6lKQ,15188742,19314,2801
netherlands radio and television association (nos),right-center,UCgZhqmbf7cl6Lo6ULvLfCSg,842911,840,279
new york post,right-center,UCrvhNP_lWuPIP6QZzJmM-bw,223807280,145089,6009
news-gazette,right-center,UCnDOlyvsDajQC71eotPbwaw,11680,47,39
news heist,right-center,UCu8IFS9u0d9MAKAWnCmJ4kw,5825327,5578,210
news rescue,right-center,UC3XaG-7UVi2vD8ZZEMNnnpw,98540824,166770,37149
ntd.tv (new tang dynasty),right-center,UC8Ioh4atNDO5a0Vy2qFmauQ,311467750,207930,28479
odessa american,right-center,UCnL-Z_1qsRp6iCKw9eIIs0g,212506,309,204
orange county register,right-center,UCBuw3F9B-zT9clk1hIizKNg,10949820,8765,11035
oregonian,right-center,UCEuMQ0H-7VYfox21BvmjjsQ,75895630,52291,12153
orlando sentinel,right-center,UC-MCjIJ5Wo61YyzJjC7Mh7w,28398237,15864,2235
ottawa citizen,right-center,UCYYSLCzDmmED5hnYcFmKimA,11525755,14915,9130
pacific research institute,right-center,UC948XYTk1SGyH6QHMLKu20g,50286,220,102
peninsula daily news,right-center,UCjwJOS37tu12c56JmdmJvQA,102,0,5
pittsburgh tribune review,right-center,UCji2W00PmFhewLDQEPDcKsQ,1770126,981,1537
policyed.org,right-center,UCFKrfZXPHx5URnspnfM8lpQ,18338833,9615,76
post-bulletin,right-center,UCDaumdkEWnExhkd-Fsmg3uA,3684,608,13
public interest legal foundation,right-center,UCjmB6bM4eNDTi64FDLmZIyw,56,3,1
quillette,right-center,UCUOnZoATRHrDtrJjnUeYyzQ,382,29,26
r street institute,right-center,UCgb_ZUMEkHHVpmEXp4xTtEA,11647,94,161
rare,right-center,UC8d8GkPcfQGa8lWAnqhElWg,2698938,11059,271
reagan battalion,right-center,UCERVrCJBxVJHxH8v4jo3-RQ,161,0,3
